Epoch, Loss, Time(s)
1, 440.696841, 365.99
2, 1.367898, 380.58
3, 1.279099, 391.37
4, 1.232277, 383.89
5, 1.196286, 384.93
6, 1.167816, 385.23
7, 1.148799, 377.73
8, 1.131632, 378.72
9, 1.117134, 365.96
10, 1.103767, 380.81
11, 1.077476, 377.60
12, 1.065542, 369.32
13, 1.061791, 376.81
14, 1.054984, 384.53
15, 1.049827, 379.83
16, 1.048197, 371.26
17, 1.037206, 371.30
18, 1.034676, 384.05
19, 1.026688, 381.47
20, 1.030177, 383.84
